user_name,score,review_text,review_date,app_version,thumbs_up,churned,app
Minh Nguyen,1,gema bị lỗi đang chơi thoát ra bị trừ uy tín khó chịu vãi còn chơi rạp mấy thằng phá gema 😭,2025-07-09 03:02:31,1.58.1.2,0,1,Lien Quan Mobile
Lê Minh,4,cũng đc,2025-07-09 03:02:27,1.58.1.2,0,0,Lien Quan Mobile
trần duy,3,còn nhiều buff và lỗi,2025-07-09 03:02:25,1.58.1.2,0,0,Lien Quan Mobile
Mỹ Duyên Lê Thị,5,Vui,2025-07-09 03:02:24,1.58.1.2,2,0,Lien Quan Mobile
Po Be,4,"t có phá game dell đâu mà tụi nó tố cáo r trừ điểm t , xem xét kĩ lại r hẳn trừ dm",2025-07-09 03:02:23,1.58.1.2,0,0,Lien Quan Mobile
Mạnh Phạm,1,"game càng ngày càng rác , có tố cáo cx như ko , đứa đi chửi người khác hay phá game thì dell lm sao , đứa dell lm j thì cx trừ oan",2025-07-09 03:02:17,1.58.1.2,6,1,Lien Quan Mobile
Đình Tài Lê,1,"lq giờ điều chỉnh,chỉnh sửa như cc ợ thà chw mblg còn hơn",2025-07-09 03:02:11,1.59.1.5,0,1,Lien Quan Mobile
Khanh,5,trò choi rất hay,2025-07-09 03:02:09,1.59.1.5,0,0,Lien Quan Mobile
Tuyết Nhung Đặng,5,👍,2025-07-09 03:01:57,1.58.1.2,0,0,Lien Quan Mobile
Gia Toàn Trần,5,"lúc đầu thì hút máu ng chs, nạp mua skin xịn h free hết🥰",2025-07-09 03:01:45,1.58.1.2,0,0,Lien Quan Mobile
hiếu trần,1,tn đang chơi xong bị văng ra á xong bị trừ uy tín nun khắc phục i anh gà,2025-07-09 03:01:33,1.58.1.2,0,1,Lien Quan Mobile
Tiệp Luis Vuitton,3,cập nhật xong game lag vcl,2025-07-09 03:01:27,1.59.1.5,0,0,Lien Quan Mobile
DI Kha,1,game rất hay cho 5 sao=)),2025-07-09 03:00:57,1.58.1.2,0,1,Lien Quan Mobile
Anh Tú Sầm,5,good jop em,2025-07-09 03:00:57,1.58.1.2,0,0,Lien Quan Mobile
Cao Minh,4,Pay mất chục củ roii😿,2025-07-09 03:00:54,1.58.1.2,1,0,Lien Quan Mobile
Khoa Nguyễn,4,cũng vui,2025-07-09 03:00:54,1.58.1.2,0,0,Lien Quan Mobile
Hải Trần Minh,1,game rác nhái phi phai,2025-07-09 03:00:37,1.58.1.2,0,1,Lien Quan Mobile
Vân Lê Thị hồng,5,đc,2025-07-09 03:00:32,1.58.1.2,0,0,Lien Quan Mobile
Liễu Đàm,1,cứ vào trận là văng à 😡,2025-07-09 03:00:29,1.59.1.5,0,1,Lien Quan Mobile
Cường Trần,5,game chơi cũng rất OK,2025-07-09 03:00:13,1.58.1.2,0,0,Lien Quan Mobile
Châu Ngọc,4,Thu hồi cc,2025-07-09 03:00:11,1.58.1.2,0,0,Lien Quan Mobile
Trung bảo Tô,4,nên tải,2025-07-09 03:00:08,1.58.1.2,2,0,Lien Quan Mobile
sala sim,4,ko bt nói seo nhưng cx cx,2025-07-09 03:00:07,1.58.1.2,0,0,Lien Quan Mobile
Trung Nghĩa Win,5,Tựa game này rất vui,2025-07-09 02:59:49,1.58.1.2,0,0,Lien Quan Mobile
Quang thanh Nguyễn,5,ok,2025-07-09 02:59:47,1.58.1.2,0,0,Lien Quan Mobile
Khoa La,5,"Tôi thấy có mấy bạn đánh giá 1 sao game này??? đó là do máy của các bạn thôi, bọn mình chơi vẫn ok mà",2025-07-09 02:59:44,1.59.1.5,0,0,Lien Quan Mobile
Hoa Nguyen,5,Rất hay nhất là tướng bijan lượng dame rất to,2025-07-09 02:59:32,1.58.1.2,1,0,Lien Quan Mobile
22_ Nguyễn Anh Lộc,5,liên quân mãi đỉnh,2025-07-09 02:59:30,1.58.1.2,0,0,Lien Quan Mobile
Khoan Tai,5,5 sao. nhưng hơi lagg=))),2025-07-09 02:59:16,1.58.1.2,0,0,Lien Quan Mobile
Fhh G,5,okie,2025-07-09 02:59:12,1.58.1.2,0,0,Lien Quan Mobile
Hoa Nguyen,1,Suốt ngày lỗi mạng bất định mạng thì một đống chơi 3 ván game mà cả 3 ván đều lỗi mạng bất định với giật lag nhắn bình thường mà cũng nói là lăng mạ đánh giá 1 sao là đc rồi.,2025-07-09 02:59:10,1.58.1.2,3,1,Lien Quan Mobile
A Hrưp,3,Rất thích games ♥️♥️♥️,2025-07-09 02:59:02,1.58.1.2,0,0,Lien Quan Mobile
Tùng Hà Thanh,5,hay,2025-07-09 02:58:58,1.58.1.2,0,0,Lien Quan Mobile
TRẦN KHƯƠNG,5,hay vui vẻ,2025-07-09 02:58:48,1.58.1.2,0,0,Lien Quan Mobile
Phong Anh,5,💖,2025-07-09 02:58:42,1.59.1.5,0,0,Lien Quan Mobile
Linh Thiên Thanh Công Ty,5,khá là vui nha,2025-07-09 02:58:36,1.58.1.2,0,0,Lien Quan Mobile
Mến Nguyễn Chí,2,"mỗi lần cập nhật tốn mấy GB lần này cập nhật lại tốn khoản 7,8GB sao ko làm tốn 20 GB cho chẵn game sàm",2025-07-09 02:58:33,1.59.1.5,2,1,Lien Quan Mobile
Mai Trần,2,😞,2025-07-09 02:58:30,1.58.1.2,0,1,Lien Quan Mobile
Khánh Dien,5,tôi thấy liên quân Mobile rất tuyệt,2025-07-09 02:58:26,1.58.1.2,0,0,Lien Quan Mobile
Huế Trần,5,ưng quá trời mà hay bị trừ uy tín quá 😓,2025-07-09 02:58:11,1.58.1.2,0,0,Lien Quan Mobile
Vuluan Nguyen,5,game chơi mượt và vui vaicalon,2025-07-09 02:58:06,1.58.1.2,0,0,Lien Quan Mobile
Cảnh Trần Dương,5,ok,2025-07-09 02:57:58,1.58.1.2,0,0,Lien Quan Mobile
Thủy Lê,5,ae chú ý nhé Từ rank t.anh trở nên sẽ ghặp buff nhưng ít Chủ yếu là giải trí ae nhé,2025-07-09 02:57:57,1.58.1.2,0,0,Lien Quan Mobile
Long Pham,5,hay nhưng hơi lag,2025-07-09 02:57:52,1.58.1.2,0,0,Lien Quan Mobile
Diễm Tường Đỗ Lê,4,"quá nghiêm khắc về việc xét uy tín,nhiều khi lỡ lag văng geam vào lại mà vẫn bị trừ",2025-07-09 02:57:49,1.58.1.2,0,0,Lien Quan Mobile
meii-ji,1,như l,2025-07-09 02:57:41,1.58.1.2,0,1,Lien Quan Mobile
Kính Nguyễn,5,Hay game ra nhiều skin đẹp,2025-07-09 02:57:36,1.58.1.2,0,0,Lien Quan Mobile
Hưng Lê,5,Hết sự kiện liên quân rồi sự kiện tướng miễn phí cho vĩnh viễn đi,2025-07-09 02:57:35,1.58.1.2,0,0,Lien Quan Mobile
Thái Bảo,5,"Hay, game ngày càng đẹp, các bạn không chơi đc là do máy yếu đấy",2025-07-09 02:57:30,1.58.1.2,0,0,Lien Quan Mobile
xxx Yone,1,Game con cak này mỗi lần có pb mới là cập nhật lại hết vậy,2025-07-09 02:57:30,1.59.1.5,0,1,Lien Quan Mobile
Nhạn Phan,5,chơi cx vui,2025-07-09 02:57:26,1.59.1.5,0,0,Lien Quan Mobile
dung nguyen,5,game hay nhưng vẫn còn nhiều bug bẩn,2025-07-09 02:57:23,1.59.1.5,0,0,Lien Quan Mobile
Hân Nguyễn Hoàng Ngọc,5,hayyyy,2025-07-09 02:57:03,1.58.1.2,0,0,Lien Quan Mobile
Thu Phạm,5,Đây là một gam rất là hay tôi đáng giá 4 🌟,2025-07-09 02:57:01,1.58.1.2,0,0,Lien Quan Mobile
Loan Lê,5,quá hay 5 sao,2025-07-09 02:57:00,1.58.1.2,0,0,Lien Quan Mobile
Đào tuấn nguyên Hà,2,càng cập nhật càng lag,2025-07-09 02:56:59,1.59.1.5,0,1,Lien Quan Mobile
Huyền Hà,5,hay,2025-07-09 02:56:39,1.58.1.2,0,0,Lien Quan Mobile
Phu Tran,5,tướng đẹp cho 5 sao,2025-07-09 02:56:26,1.58.1.2,0,0,Lien Quan Mobile
Thân Nguyễn Tiến,3,chê tải tài nguyên ko đc tải đc xíu lại ko tải nữa,2025-07-09 02:56:23,1.59.1.5,0,0,Lien Quan Mobile
Con các romah,5,đc,2025-07-09 02:55:57,1.58.1.2,0,0,Lien Quan Mobile
Dung Nguyen,5,rất hay,2025-07-09 02:55:48,1.58.1.2,0,0,Lien Quan Mobile
Xuân Thị,5,Game hay còn vui có thể chơi cùng bạn bè leo ganh,2025-07-09 02:55:36,1.58.1.2,0,0,Lien Quan Mobile
Văn nam Nguyễn,1,nhận tướng Free mà ko chơi được,2025-07-09 02:55:28,1.58.1.2,0,1,Lien Quan Mobile
Nhung Nguyễn,1,cứ khi cập nhật lại game là bắt tải tai nguyên mong garen na đừng khi cập nhật đừng tải tài nguyên nhà garen na,2025-07-09 02:55:26,1.59.1.5,0,1,Lien Quan Mobile
Xuan Nguyen,1,ghép toàn trẩu,2025-07-09 02:55:26,1.58.1.2,0,1,Lien Quan Mobile
Long Minh,5,game hay con máy bn máy yếu ko nên chs nha,2025-07-09 02:55:24,1.58.1.2,0,0,Lien Quan Mobile
Văn Thuận,1,sựk toàn cuồi bắp cài lâu ko bằn 1/2sev nước ngoài,2025-07-09 02:55:12,1.59.1.5,0,1,Lien Quan Mobile
uyn Phương,5,game hay,2025-07-09 02:55:09,1.58.1.2,0,0,Lien Quan Mobile
Nam Phan,5,game hay,2025-07-09 02:55:08,1.58.1.2,0,0,Lien Quan Mobile
Tiến Trần Quang,5,"game vui, trang phục và trang phục mặc định cũng đẹp",2025-07-09 02:55:00,1.58.1.2,0,0,Lien Quan Mobile
Xuyên Hoàng,4,game hay,2025-07-09 02:54:56,1.58.1.2,0,0,Lien Quan Mobile
Kim phung Son,1,gem chs toàn bị trừ sao còn hay mạng lag kêu hủy trận bà kêu đi ăn cơm mà kh chịu hủy lm t bị đánh,2025-07-09 02:54:56,1.59.1.5,0,1,Lien Quan Mobile
Luân Rơ Châm,2,nên điều chỉnh lại khả năng của dame của 1 số tướng để cho nó cân bằng,2025-07-09 02:54:54,1.59.1.5,0,1,Lien Quan Mobile
Thanhdung Nguyen,5,game moba số 1,2025-07-09 02:54:48,1.58.1.2,0,0,Lien Quan Mobile
Xuân Đại Lê,5,hayy =)),2025-07-09 02:54:46,1.58.1.2,0,0,Lien Quan Mobile
tùng mai,1,"Tướng aya ngày càng bị phế , lỗi các thứ ( nói riêng ) ,chơi game bị trừ uy tín liên tục nói chung nữa",2025-07-09 02:54:38,1.58.1.2,0,1,Lien Quan Mobile
Quy Nguyen,5,đang chơi bị mẹ gank còn trừ uy tính nữa mong gà fixx,2025-07-09 02:54:36,1.58.1.2,0,0,Lien Quan Mobile
Nam Dinh,1,nhiều thành phần phá game và thử tướng,2025-07-09 02:54:20,1.58.1.2,0,1,Lien Quan Mobile
quyet nguyen,4,chs ổn áp:>,2025-07-09 02:54:19,1.58.1.2,0,0,Lien Quan Mobile
Đạo Lê văn đạo,5,ok,2025-07-09 02:54:17,1.58.1.2,0,0,Lien Quan Mobile
Nhật Trung Nguyễn,1,mùa mới vô game không di chuyển được báo lỗi mạng trong khi đt sài 4G với wifi mà hk lẽ lỗi 2 thứ...tầm 3p báo thua ra trừ sao phạt AfK trừ uy tính,2025-07-09 02:54:15,1.59.1.5,771,1,Lien Quan Mobile
Tường vy Lê,5,Hay quá,2025-07-09 02:54:09,1.58.1.2,0,0,Lien Quan Mobile
Thị Dậu Vũ,5,tuyệt con mẹ nó luôn,2025-07-09 02:54:06,1.58.1.2,0,0,Lien Quan Mobile
Âu Mỹ,1,"bắt cập nhật,ko cập nhật thì ko cho đấu hạng,r h máy đầy dung lượng ln khắc phục đi",2025-07-09 02:54:03,1.59.1.5,0,1,Lien Quan Mobile
Thức Nguyễn,2,"vào chơi đấu hạng thì toàn những đứa vào phá game fish mạng cho team địch z mà vẫn đc hạng 1,2 tôi đến chịu Garenna đấy",2025-07-09 02:53:51,1.59.1.5,2,1,Lien Quan Mobile
Thị Bốn Nguyễn,1,"game như c chơi toàn gặp trẻ trâu, chúng nó toàn đi phá game chứ làm đc gì mà cứ cho ghép chúng",2025-07-09 02:53:49,1.59.1.5,53,1,Lien Quan Mobile
DOLLA and TM,2,"sau trận cứ phải ""ấn vào màn hình để tiếp tục"" tốn thời gian vô cùng, phiền thì thôi nhé luôn :)))",2025-07-09 02:53:47,1.59.1.5,0,1,Lien Quan Mobile
Ngọc Nữ Nguyễn,1,"game như L , má khối nghỉ hè làm bố tuột hạng🥰",2025-07-09 02:53:45,1.59.1.5,0,1,Lien Quan Mobile
TanPhat Nguyen,1,Game cập nhật mới như rác,2025-07-09 02:53:43,1.59.1.5,0,1,Lien Quan Mobile
Hùng Trí,1,"mới tải xong dữ liệu, thoát ra vào lại mất hết dữ liệu luôn game kì z",2025-07-09 02:53:32,1.59.1.5,0,1,Lien Quan Mobile
Lê Tuấn,1,Game rác,2025-07-09 02:53:19,1.58.1.2,0,1,Lien Quan Mobile
Thanh Văn,1,"Mỗi lần cập nhật là yêu cầu tải lại hết tài nguyên, lần nào cũng vậy",2025-07-09 02:53:07,1.59.1.5,0,1,Lien Quan Mobile
Dau Nguyen,3,cx đc nhưng khi mà mik cấp nhật lại game thì lại bắt tải tài nguyên tải tải cái loz máy đã dell đủ dùng lượng r cứ bắt tải tài nguyên tải cái loz?!!?!!!?!!!!??? mong garena repಠ⁠ಗ⁠ಠ,2025-07-09 02:52:59,1.59.1.5,0,0,Lien Quan Mobile
Nghĩa Dương Trọng,5,11h trưa mới vào đc,2025-07-09 02:52:39,1.58.1.2,0,0,Lien Quan Mobile
Nguyen thi quynh chi Nguyen,5,chơi v,2025-07-09 02:52:35,1.58.1.2,0,0,Lien Quan Mobile
Long Đỗ tiến,5,game rách,2025-07-09 02:52:30,1.58.1.2,0,0,Lien Quan Mobile
Trường Đinh,3,game này mk thấy chs cx tạm dc:)),2025-07-09 02:52:11,1.58.1.2,0,0,Lien Quan Mobile
Truong Nguyen,1,game như đb đang đánh bị văng,2025-07-09 02:52:10,1.58.1.2,0,1,Lien Quan Mobile
Đức,5,game rất hay và tặng rất nhiều quà hấp dẫn,2025-07-09 02:52:08,1.58.1.2,0,0,Lien Quan Mobile
Dat Nguyen,1,toàn tem ngu,2025-07-09 02:51:55,1.59.1.5,0,1,Lien Quan Mobile
Nguyễn Hoàng Anh,5,👍,2025-07-09 02:51:52,1.58.1.2,26,0,Lien Quan Mobile
Mạnh Cường Nguyễn,2,cứ cập nhật là lại phải tải lại tài nguyên game là sao,2025-07-09 02:51:32,1.59.1.5,0,1,Lien Quan Mobile
Phuong Kieu,5,Game tuyệt vời lun á tui siu siu thik game nàyyy,2025-07-09 02:51:14,1.58.1.2,0,0,Lien Quan Mobile
ĐHQ,1,làm game quá chán,2025-07-09 02:51:00,1.59.1.5,1,1,Lien Quan Mobile
Hiếu Đặng,5,hay mà Sao các bạn cứ chê 💯,2025-07-09 02:50:57,1.58.1.2,2,0,Lien Quan Mobile
Thái Hoàng,5,hay lắm,2025-07-09 02:50:49,1.58.1.2,0,0,Lien Quan Mobile
An Đào,5,Mong garena tối ưu game để ko còn tình trạng giật lag cho kể cả máy yếu,2025-07-09 02:50:42,1.58.1.2,2,0,Lien Quan Mobile
Gameming Inax,1,gặp trẻ trâu vô feed với buff bẩn . . . . . . . . . . . . .hết,2025-07-09 02:50:37,1.59.1.5,0,1,Lien Quan Mobile
Tuan Nguyen,5,tôi yêu liên quân,2025-07-09 02:50:35,1.58.1.2,0,0,Lien Quan Mobile
Văn Hiền Nguyễn,5,gà cho rất nhiều quân huy iu gà,2025-07-09 02:50:33,1.58.1.2,0,0,Lien Quan Mobile
Linh Võ,5,game hay,2025-07-09 02:50:29,1.58.1.2,0,0,Lien Quan Mobile
nhị lê thanh,5,hay,2025-07-09 02:50:18,1.58.1.2,0,0,Lien Quan Mobile
Gh Gh,5,"game vui, có nhiều skin sịn sò đc free",2025-07-09 02:50:18,1.58.1.2,0,0,Lien Quan Mobile
Linh chi Lê,5,"vui nhaa bây,chs ko lag",2025-07-09 02:50:15,1.58.1.2,0,0,Lien Quan Mobile
Mùi Thư,1,Rất chán. Đăng nhập báo không hoàn chỉnh xoá đi tải lại vcl thật. Set rank từ cao thủ xuống chơi với Bạch Kim như rác.,2025-07-09 02:49:58,1.59.1.5,7,1,Lien Quan Mobile
duong linh pham,5,game ghép toàn là trẻ trâu ko tôi giết 15 mạng ko thắng nổi,2025-07-09 02:49:50,1.59.1.5,0,0,Lien Quan Mobile
Hồng Lê,5,game hay 10 đ không có nhưng,2025-07-09 02:49:43,1.59.1.5,0,0,Lien Quan Mobile
Hien Le,4,"chơi mượt , hay , tốt",2025-07-09 02:49:43,1.58.1.2,0,0,Lien Quan Mobile
Quỳnh Trần,4,ko bt game cũng hay,2025-07-09 02:49:31,1.58.1.2,1,0,Lien Quan Mobile
Tuấn anh Trịnh,1,game như gì ấy chưa cập nhật thì ít lag với bị văng game mà vui còn cập nhật rồi thì lại bị lag nhiều rồi lỗi nhân vật nữa ta nói đang ghép trận mà bị văng kết nối dell được rồi còn bị trừ uy tín nữa cập nhật nó khác xa hẳn....,2025-07-09 02:49:07,1.59.1.5,15,1,Lien Quan Mobile
Khang Nguyễn Văn,5,1 phan cuoc song :),2025-07-09 02:49:05,1.58.1.2,1,0,Lien Quan Mobile
Chinh Adu,1,"hôm trước mình chơi 1 trận bị văng game xong vào lại bị trừ 20 uy tín. mà trong khi đó vừa mới thoát chưa đc 30s. bây giờ thì cập nhật xong mất hết dữ liệu , lại phải tải. hazzzz chán",2025-07-09 02:49:04,1.59.1.5,74,1,Lien Quan Mobile
Gia Huy Trần,5,game hay,2025-07-09 02:49:04,1.58.1.2,0,0,Lien Quan Mobile
Khang Nguyễn Ngọc,5,OK,2025-07-09 02:48:52,1.58.1.2,0,0,Lien Quan Mobile
Xoa Truong thi,5,game hay vaiz òooooooooo,2025-07-09 02:48:50,1.58.1.2,0,0,Lien Quan Mobile
Do Hach thi,5,tôi cho 5sao,2025-07-09 02:48:37,1.59.1.5,0,0,Lien Quan Mobile
Linh Đàm,1,"Game cc, team afk vẫn bị trừ sao",2025-07-09 02:48:28,1.58.1.2,0,1,Lien Quan Mobile
Hdj Jhk,5,mình ko bt sao như nó rất hay ko lag,2025-07-09 02:48:26,1.58.1.2,0,0,Lien Quan Mobile
Tâm nguyên Văn bá,4,Mắc gì cập nhật mà bắt tải lại tài nguyên??,2025-07-09 02:48:17,1.59.1.5,0,0,Lien Quan Mobile
MiMi style,5,10điểm ko có nhưng,2025-07-09 02:48:05,1.58.1.2,0,0,Lien Quan Mobile
Thư Võ,5,game rất skibidi,2025-07-09 02:48:00,1.58.1.2,0,0,Lien Quan Mobile
Gấu maki,1,cập nhật xg văng game r trừ uy tín t như j ấy:)),2025-07-09 02:47:37,1.58.1.2,179,1,Lien Quan Mobile
Thị Thu Vân Nguyễn,5,rất tuyệt nha,2025-07-09 02:47:36,1.59.1.5,0,0,Lien Quan Mobile
Cai Lào,1,Vừa cân nhật song ko vào đc đúng là gem điểu mà,2025-07-09 02:47:29,1.59.1.5,0,1,Lien Quan Mobile
Phuoc Thien,5,vui dễ,2025-07-09 02:47:29,1.58.1.2,0,0,Lien Quan Mobile
Trung Ngyễn Hoàng,5,nên chơi,2025-07-09 02:47:15,1.58.1.2,0,0,Lien Quan Mobile
Quân Đặng,5,yêu gà vãi,2025-07-09 02:47:12,1.58.1.2,0,0,Lien Quan Mobile
Tuấn Nam Huỳnh,1,mịe tạo tướng thì cũng chỉnh sức mạnh lại con goverra má như hack game tao nghĩ lũ phát hành game tụi bây chẳng để ý đến suy nghĩ của người chơi game chỉ bt hút máu là giỏi,2025-07-09 02:47:03,1.59.1.5,3,1,Lien Quan Mobile
Hùng Nguyễn Thanh,1,Enzo bạch hổ lm ss hữu hạn,2025-07-09 02:46:50,1.59.1.5,0,1,Lien Quan Mobile
Thành Đăng,1,Toàn rác vào phá game,2025-07-09 02:46:29,1.58.1.2,0,1,Lien Quan Mobile
Neutikejcz Tv,5,"gặp toàn buff bẩn, tranh lane nmà ksao, chất lượng game vẫn tốt🧸🎀",2025-07-09 02:46:20,1.58.1.2,0,0,Lien Quan Mobile
37 Hà Cẩm Tùng,1,11.4 mvp thua mà vẫn trừ sao. Chịu game rác,2025-07-09 02:46:15,1.59.1.5,9,1,Lien Quan Mobile
Khải Thế,5,tôi xin lỗi game vì lần đánh giá trước nhưng giờ khi trải nghiệm game kĩ tôi thấy game rất hay,2025-07-09 02:46:13,1.59.1.5,2,0,Lien Quan Mobile
Thin nguyen van,5,ok tôt,2025-07-09 02:45:51,1.58.1.2,0,0,Lien Quan Mobile
Hai Kieu,5,game vui,2025-07-09 02:45:27,1.58.1.2,0,0,Lien Quan Mobile
Nhân,1,"mua sờ kiên vào trận thì là mặt định đó là skin Laurier tiệt bãi biển bỏ ra 199 quân Huy mà dị đó mà skin Laurier tiệt bãi biển còn thiếu vài chi tiết như chiêu 1, chỉ có hình nước ko có hình con vịt chiêu 3, thì chỉ là một vòng tròn màu xanh mà còn màu sắc nhạt chiêu 3 thiếu hình vỏ sò và con vịt với hình nước. chum tâm ko có hình vỏ sò cần anh gà xem lại và có những bồi thường hay sữa skin lại hoặc cho 1 skin Laurier khác bằng hoặc hơn skin cũ",2025-07-09 02:45:13,1.59.1.5,0,1,Lien Quan Mobile
Hải Phương Vũ Nguyễn,3,"Chs mà nản luôn ý, toàn gặp mấy bọn phá game xong ra báo cáo thì có thấy trừ uy tín éo nào đâu, lúc t chs feed vài mạng tụi nó báo cáo t (nhưng trong khi đó t bị trừ uy tín còn tụi nó lại không???)",2025-07-09 02:45:08,1.59.1.5,0,0,Lien Quan Mobile
Nguyệt Ánh Lê Thị,4,Chs vui mà hay bị lỗi game quá,2025-07-09 02:45:05,1.58.1.2,0,0,Lien Quan Mobile
Sang Cao,1,mỗi lần cập nhật là xóa hết dữ liệu cũ à admin,2025-07-09 02:44:54,1.59.1.5,0,1,Lien Quan Mobile
Huy Mai,5,5 sao nga ae^^,2025-07-09 02:44:54,1.58.1.2,0,0,Lien Quan Mobile
Hạnh Phạm Thị,5,ok,2025-07-09 02:44:33,1.58.1.2,0,0,Lien Quan Mobile
ngan phan,5,hay nha. mong có nhiều đổi mới trong cơ chế game . đa dạng tướng và trang bị,2025-07-09 02:44:23,1.58.1.2,0,0,Lien Quan Mobile
Cuong Vang,5,Cho 5 sao nhưng cũng phèn hơn ff nha,2025-07-09 02:43:58,1.58.1.2,0,0,Lien Quan Mobile
Huy,1,"ghép team mình toàn khối nghĩ hè , còn team bạn toàn tuyển thủ không .😡",2025-07-09 02:43:54,1.58.1.2,0,1,Lien Quan Mobile
Trúc Nguyễn,5,t sài máy thời cổ đại cập nhật cái muốn nổ tới nơi 🤗,2025-07-09 02:43:54,1.58.1.2,0,0,Lien Quan Mobile
Loi Nguyen,4,Game hay nhưng phá game vs hack hơi nhiều vs mấy lúc cập nhật hơi lag,2025-07-09 02:43:49,1.58.1.2,1,0,Lien Quan Mobile
Phương Linh Lê,2,mong là game sẽ cải thiện lại tại vì đag vô trận tnhien bị văng ra,2025-07-09 02:43:47,1.58.1.2,0,1,Lien Quan Mobile
Thảo Nguyễn,5,Hay,2025-07-09 02:43:44,1.58.1.2,0,0,Lien Quan Mobile
Thoai Hong,5,ai 1 sao không biết chơi,2025-07-09 02:43:27,1.59.1.5,0,0,Lien Quan Mobile
Khôi Trần Viết,3,game hack lắc quá nhiều. dung luong quá lớn,2025-07-09 02:43:27,1.59.1.5,0,0,Lien Quan Mobile
Fire Free,3,mỗi lần cập nhật là phải bắt tải tài nguyên sao không gộp tài nguyên vào ứng dụng luôn đi,2025-07-09 02:43:04,1.59.1.5,0,0,Lien Quan Mobile
Vy Vo,5,game tối ưu hơn cho máy yếu còn lại thì khá ổn,2025-07-09 02:42:51,1.58.1.2,0,0,Lien Quan Mobile
Hà Anh Nguyễn,5,very good luônnnn,2025-07-09 02:42:50,1.58.1.2,0,0,Lien Quan Mobile
Em dung,5,"cũm được áaa , hơi lag thoi:)",2025-07-09 02:42:46,1.58.1.2,0,0,Lien Quan Mobile
Sa Nguyễn,5,chơi rất hay đồ họa đẹp,2025-07-09 02:42:37,1.59.1.5,0,0,Lien Quan Mobile
Diệp Nguyễn Thị Ngọc Diệp,1,mình hạng kim cương lll tại sao bảo cập nhật lại lại xuống hạng bạch kim kim,2025-07-09 02:42:35,1.59.1.5,0,1,Lien Quan Mobile
Hương Nguyễn,5,rất hay nhưng hơi lag,2025-07-09 02:42:31,1.59.1.5,0,0,Lien Quan Mobile
Nhật Đăng Nguyễn,4,"cũng đc,nhưng toàn bot",2025-07-09 02:42:28,1.58.1.2,0,0,Lien Quan Mobile
Khang Nguyễn,5,quá hay,2025-07-09 02:42:22,1.58.1.2,0,0,Lien Quan Mobile
Huongngai Ho cau,1,có ko sao cho luôn mới cập nhật phiên bản mới mà chơi cứ thua,2025-07-09 02:42:16,1.59.1.5,1,1,Lien Quan Mobile
Hường Trần,5,game hay,2025-07-09 02:41:47,1.58.1.2,0,0,Lien Quan Mobile
Phạm Luân,5,ok,2025-07-09 02:41:38,1.58.1.2,0,0,Lien Quan Mobile
Lê Gia Tuấn 21NH111_,1,Game hay,2025-07-09 02:41:11,1.59.1.5,0,1,Lien Quan Mobile
Hj Vj,5,hay,2025-07-09 02:41:02,1.58.1.2,0,0,Lien Quan Mobile
Người dùng Google,1,"chơi game toàn gặp Bọn Hack Map, ức chế VL",2025-07-09 02:41:01,1.59.1.5,0,1,Lien Quan Mobile
Quang Sơn Vũ,5,hay,2025-07-09 02:40:57,1.58.1.2,0,0,Lien Quan Mobile
Tân Trần,5,game hay vui mà hơi toxic,2025-07-09 02:40:50,1.58.1.2,0,0,Lien Quan Mobile
Bảo Nguyễn,5,hay,2025-07-09 02:40:12,1.58.1.2,0,0,Lien Quan Mobile
Hien Nguyen,5,gemas rất hay mà hơi lag nha,2025-07-09 02:40:06,1.58.1.2,0,0,Lien Quan Mobile
Thinh Tan,4,chơi thì vui nhưng cập nhật tốn quá nhiều dung lượng và khi chơi thì rất nặng máy,2025-07-09 02:39:55,1.58.1.2,0,0,Lien Quan Mobile
Tam Hà,5,hay,2025-07-09 02:39:53,1.59.1.5,0,0,Lien Quan Mobile
Thị ngọc Võ,4,chửi cái ghép trận thôi chứ mấy chức năng kia cx ok,2025-07-09 02:39:53,1.58.1.2,0,0,Lien Quan Mobile
Vy Minh,5,ngon,2025-07-09 02:39:47,1.58.1.2,9,0,Lien Quan Mobile
Phúc Thiên,5,mong game ra thêm nhiều chế độ đấu giải trí vui hơn nữa,2025-07-09 02:39:47,1.58.1.2,0,0,Lien Quan Mobile
Trung Tín Phan,3,Yêu cầu cho skin bijan kình thiên long kỵ và vio vọng nguyệt long cơ có hiệu ứng nút bấm .Đễ sứng với mat 3s premium,2025-07-09 02:39:45,1.58.1.2,1,0,Lien Quan Mobile
Thành Sơn Nguyễn,1,"tải lại mất luôn phần acc garena, làm ăn kém.",2025-07-09 02:39:45,1.59.1.5,1,1,Lien Quan Mobile
Trần Minh Quang,5,Gà nguu vcl chỉ tăng cho mỗi tu len mà giẳm tướng khác,2025-07-09 02:39:29,1.58.1.2,1,0,Lien Quan Mobile
Minhtuan Chu,4,Hơi lag,2025-07-09 02:39:14,1.59.1.5,0,0,Lien Quan Mobile
Nguyen Duy,1,cập nhật lại là phải tải lại hết tài nguyên game nx à nhảm thật,2025-07-09 02:39:00,1.59.1.5,1,1,Lien Quan Mobile
